sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;comercio;fabrica de alimentos;villa del socorro;2;2;14/09/2018;4000000.0;microempresarial
masculino;comercio;licorera;robledo;2;7;29/03/2017;7377000.0;microempresarial
femenino;comercio;cafeteria;cabecera san antonio ;3;80;31/01/2019;7000000.0;microempresarial
femenino;servicio;comidas rapidas;doce de octubre no1;2;6;09/02/2018;6000000.0;microempresarial
femenino;comercio;variedades;san javier no1;1;13;19/11/2016;6800000.0;microempresarial
masculino;servicio;fabrica de;robledo;2;7;09/08/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;cabecera san cristobal;2;60;18/08/2017;4000000.0;microempresarial
femenino;servicio;peluqueria;aranjuez;2;4;25/07/2018;3500000.0;microempresarial
femenino;comercio;tienda;la libertad;2;8;27/06/2016;4000000.0;microempresarial
femenino;comercio;licorera;buenos aires;1;9;23/04/2018;3000000.0;microempresarial
femenino;comercio;tienda;manrique central no2;2;3;30/01/2018;4000000.0;microempresarial
femenino;servicio;miscelanea;campo valdes no1;3;4;06/07/2016;6000000.0;microempresarial
masculino;industria;fabrica de productos;robledo;1;7;26/10/2016;4000000.0;microempresarial
femenino;comercio;panaderia;tejelo;3;5;20/02/2018;7800000.0;microempresarial
femenino;comercio;variedades;doce de octubre no1;2;6;25/01/2019;2000000.0;microempresarial
femenino;comercio;papeleria;campo valdes no1;3;4;05/04/2018;7800000.0;microempresarial
masculino;comercio;tienda;enciso;2;8;16/02/2016;6000000.0;microempresarial
masculino;industria;fabrica de;enciso;3;8;06/06/2017;5000000.0;microempresarial
femenino;industria;fabrica de;boston;3;10;19/04/2017;20000000.0;microempresarial
femenino;comercio;tienda;villa niza;2;2;25/04/2018;7000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7;18/07/2017;7377000.0;microempresarial
femenino;comercio;variedades;guayabal;3;15;03/02/2017;6890000.0;microempresarial
femenino;comercio;tienda;cabecera san cristobal;1;60;05/02/2018;4000000.0;microempresarial
masculino;comercio;tienda;el salvador;2;9;05/06/2017;7000000.0;microempresarial
femenino;industria;fabrica de;manrique central no2;3;3;19/05/2017;6000000.0;microempresarial
femenino;comercio;variedades;aranjuez;2;4;09/05/2017;4000000.0;microempresarial
femenino;comercio;variedades;llanaditas;2;8;06/02/2018;6000000.0;microempresarial
femenino;comercio;restaurante;playon de los ;2;2;06/02/2017;3000000.0;microempresarial
masculino;comercio;fabrica de helados;manrique central no1;3;4;13/12/2018;6500000.0;microempresarial
masculino;comercio;distribuidora de;cabecera san cristobal;1;60;28/02/2018;7800000.0;microempresarial
masculino;servicio;taller de mecanica;toscana;3;5;26/10/2016;6890000.0;microempresarial
femenino;comercio;variedades;campo valdes no1;2;4;24/05/2018;7800000.0;microempresarial
femenino;comercio;variedades;guayabal;3;15;07/03/2018;7000000.0;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1;22/06/2018;7800000.0;microempresarial
femenino;industria;fabrica de;calasanz;3;12;16/12/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;castilla;2;5;04/07/2017;2000000.0;microempresarial
femenino;servicio;fabrica de;villatina;1;8;15/07/2016;3000000.0;microempresarial
femenino;comercio;comidas rapidas;enciso;2;8;07/03/2018;3000000.0;microempresarial
masculino;comercio;variedades;alfonso lopez;3;5;23/05/2017;7000000.0;microempresarial
femenino;comercio;tienda;granizal;2;1;26/09/2017;7300000.0;microempresarial
masculino;comercio;tienda;moravia;1;4;26/02/2018;650000.0;microempresarial
femenino;servicio;comidas rapidas;moravia;1;4;19/11/2016;1000000.0;microempresarial
femenino;comercio;tienda;san javier no2;2;13;21/02/2019;8200000.0;microempresarial
femenino;servicio;peluqueria;buenos aires;2;9;21/03/2017;5000000.0;microempresarial
femenino;comercio;variedades;el progreso no2;1;6;26/09/2017;5000000.0;microempresarial
masculino;industria;marroquineria;san javier no1;3;13;25/02/2016;1800000.0;microempresarial
masculino;industria;fabrica de;robledo;3;7;19/10/2017;2000000.0;microempresarial
femenino;servicio;fabrica de ceramica;doce de octubre no1;2;6;17/08/2016;6000000.0;microempresarial
femenino;comercio;fabrica de;popular;2;1;17/01/2017;7300000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;14/08/2018;7800000.0;microempresarial
femenino;industria;fabrica de velas;aranjuez;3;4;20/05/2016;1500000.0;microempresarial
masculino;industria;fabrica de;manrique central no1;2;4;12/10/2017;6000000.0;microempresarial
femenino;industria;fabrica de;castilla;2;5;17/05/2016;5000000.0;microempresarial
masculino;comercio;granero;santa cruz;1;2;22/05/2017;7377000.0;microempresarial
femenino;industria;fabrica de;la francia;2;2;04/07/2018;7800000.0;microempresarial
masculino;comercio;variedades;cabecera san antonio ;3;80;27/07/2017;4000000.0;microempresarial
masculino;comercio;fabrica de;manrique oriental;3;3;18/04/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;buenos aires;3;9;17/11/2017;7377000.0;microempresarial
femenino;comercio;variedades;boston;3;10;01/02/2017;7370000.0;microempresarial
masculino;comercio;tienda;trinidad;3;15;03/11/2017;4000000.0;microempresarial
femenino;comercio;tienda;enciso;1;8;26/04/2016;6500000.0;microempresarial
femenino;comercio;tienda naturista;santo domingo savio ;1;1;06/11/2018;7000000.0;microempresarial
femenino;comercio;comidas rapidas;doce de octubre no1;1;6;27/10/2017;7370000.0;microempresarial
femenino;comercio;tienda;villa hermosa;3;8;21/08/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;guayabal;3;15;28/07/2017;7000000.0;microempresarial
masculino;servicio;barberia;miranda;2;4;18/10/2018;7000000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;05/06/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;castilla;2;5;11/10/2016;3500000.0;microempresarial
masculino;industria;fabrica de;la floresta;3;12;21/04/2016;6890000.0;microempresarial
masculino;servicio;panaderia;cabecera san cristobal;2;60;07/07/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;san pablo;2;1;05/03/2018;7800000.0;microempresarial
masculino;industria;fabrica de;san javier no1;3;13;20/05/2019;6000000.0;microempresarial
femenino;comercio;miscelanea;robledo;3;7;05/09/2017;7300000.0;microempresarial
femenino;comercio;fabrica de alimentos;castilla;2;5;03/04/2018;3000000.0;microempresarial
femenino;industria;fabrica de;san javier no1;1;13;24/09/2018;6000000.0;microempresarial
femenino;comercio;variedades;granizal;2;1;06/06/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;castilla;3;5;05/05/2016;6890000.0;microempresarial
masculino;industria;fabrica de;la francia;2;2;20/11/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;san javier no1;1;13;15/06/2017;7370000.0;microempresarial
masculino;servicio;mantenimiento en;castilla;3;5;01/02/2017;7200000.0;microempresarial
femenino;industria;fabrica de;andalucia;2;2;11/07/2018;1500000.0;microempresarial
femenino;comercio;cafeteria;belen;2;16;20/10/2016;4130000.0;microempresarial
masculino;agropecuaria;sembrados;cabecera san cristobal;2;60;20/10/2017;7300000.0;microempresarial
femenino;comercio;tienda de helados;aranjuez;2;4;06/05/2019;6000000.0;microempresarial
femenino;comercio;peluqueria;manrique central no2;2;3;01/03/2018;3000000.0;microempresarial
masculino;industria;ebanistaria;aranjuez;1;4;20/10/2017;7370000.0;microempresarial
femenino;comercio;tienda;buenos aires;2;9;05/03/2019;6000000.0;microempresarial
femenino;comercio;almacen de ropa en;la francia;2;2;12/12/2017;6500000.0;microempresarial
masculino;comercio;variedades;san javier no1;3;13;21/02/2018;7377000.0;microempresarial
femenino;servicio;peluqueria;olaya herrera;1;7;24/02/2017;7000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7;15/06/2018;2000000.0;microempresarial
femenino;industria;fabrica de;cabecera san cristobal;2;60;25/07/2018;2000000.0;microempresarial
femenino;servicio;cafe e internet;moravia;1;4;12/04/2018;2500000.0;microempresarial
masculino;servicio;barberia;robledo;3;7;14/09/2018;5500000.0;microempresarial
masculino;comercio;restaurante;san javier no1;2;13;21/09/2018;7800000.0;microempresarial
masculino;comercio;variedades;barrio caicedo;3;9;05/05/2016;5000000.0;microempresarial
femenino;comercio;fabrica de calzado;villa niza;1;2;13/02/2018;4000000.0;microempresarial
femenino;industria;fabrica de;moravia;2;4;24/05/2018;5000000.0;microempresarial
femenino;comercio;tienda;santa cruz;1;2;22/06/2018;7500000.0;microempresarial
femenino;comercio;comidas rapidas;pedregal;3;6;11/04/2018;7000000.0;microempresarial
femenino;comercio;variedades;moravia;1;4;16/03/2016;6000000.0;microempresarial
masculino;comercio;tienda;13 de noviembre;1;8;20/01/2017;6000000.0;microempresarial
masculino;servicio;cafe e internet;robledo;2;7;09/07/2018;6000000.0;microempresarial
femenino;industria;fabrica de;boyaca;3;5;05/07/2017;7377000.0;microempresarial
femenino;comercio;distribuidora de;belen;1;16;24/04/2019;7000000.0;microempresarial
masculino;servicio;lavanderia;san javier no2;1;13;28/03/2016;6000000.0;microempresarial
femenino;comercio;lavanderia;castilla;3;5;05/07/2018;7800000.0;microempresarial
femenino;servicio;fabrica de juegos;granizal;2;1;08/03/2018;2000000.0;microempresarial
masculino;servicio;recreativo educativo;belen;3;16;16/09/2016;6890000.0;microempresarial
masculino;comercio;distribuidora de;manrique central no1;3;4;24/04/2018;5000000.0;microempresarial
femenino;industria;fabrica de calzado;santo domingo savio ;1;1;19/05/2017;7300000.0;microempresarial
femenino;comercio;ferreteria;13 de noviembre;1;8;01/03/2017;7377000.0;microempresarial
masculino;comercio;tienda;tejelo;3;5;12/09/2018;5000000.0;microempresarial
femenino;comercio;papeleria;villa guadalupe;2;1;30/11/2016;6890000.0;microempresarial
femenino;comercio;variedades;boston;3;10;05/09/2018;7800000.0;microempresarial
femenino;industria;fabrica de;robledo;1;7;22/01/2019;7800000.0;microempresarial
femenino;servicio;organización y;cabecera san cristobal;2;60;11/05/2016;5000000.0;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1;23/10/2017;4000000.0;microempresarial
masculino;comercio;tienda;belen;2;16;12/10/2017;7200000.0;microempresarial
masculino;comercio;restaurante;enciso;1;8;19/10/2016;4000000.0;microempresarial
femenino;comercio;variedades;calasanz;2;12;27/07/2017;5000000.0;microempresarial
femenino;comercio;fabrica de calzado;pedregal;3;6;03/10/2018;3500000.0;microempresarial
femenino;industria;fabrica de;playon de los ;1;2;06/05/2019;3750000.0;microempresarial
masculino;comercio;tienda;san javier no1;2;13;28/07/2017;6000000.0;microempresarial
femenino;industria;fabrica de;buenos aires;2;9;20/09/2018;7800000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7;22/02/2017;7000000.0;microempresarial
femenino;servicio;productos de belleza;cordoba;3;7;31/10/2017;23510000.0;empresarial ed.
femenino;industria;fabrica de;20 de julio;2;13;07/09/2016;3000000.0;microempresarial
masculino;industria;fabrica de;campo valdes no1;2;4;04/05/2018;1800000.0;microempresarial
masculino;comercio;distribuidora de;villa del socorro;2;2;17/12/2018;1500000.0;microempresarial
femenino;servicio;peluqueria;campo valdes no1;2;4;06/09/2017;7000000.0;microempresarial
femenino;comercio;peluqueria;robledo;1;7;30/05/2018;7000000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7;25/10/2016;5000000.0;microempresarial
femenino;comercio;papeleria;san javier no1;1;13;15/02/2018;6000000.0;microempresarial
femenino;comercio;tienda;manrique central no1;3;4;28/06/2017;7377000.0;microempresarial
femenino;comercio;almacen de ropa en;santo domingo savio ;2;1;08/03/2018;3000000.0;microempresarial
femenino;comercio;comidas rapidas;trinidad;3;15;22/11/2017;3000000.0;microempresarial
masculino;comercio;ferreteria;cabecera san cristobal;2;60;11/08/2016;3000000.0;microempresarial
femenino;comercio;restaurante;manrique central no1;2;4;29/04/2019;3000000.0;microempresarial
femenino;comercio;almacen de ropa en;belen;3;16;25/07/2018;5000000.0;microempresarial
femenino;servicio;variedades;la america;2;12;11/07/2017;5000000.0;microempresarial
masculino;industria;fabrica de;castilla;2;5;01/08/2018;7800000.0;microempresarial
masculino;servicio;variedades;girardot;3;5;07/07/2017;6000000.0;microempresarial
masculino;servicio;taller de mecanica;robledo;3;7;08/06/2017;20000000.0;empresarial ed.
masculino;comercio;variedades;buenos aires;2;9;08/08/2017;5000000.0;microempresarial
femenino;servicio;comidas rapidas;villa guadalupe;2;1;20/05/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;belen;2;16;12/07/2017;7000000.0;microempresarial
masculino;servicio;recreativo educativo;aranjuez;3;4;17/05/2017;7377000.0;microempresarial
femenino;industria;fabrica de;popular;2;1;17/04/2018;7800000.0;microempresarial
masculino;servicio;comidas rapidas;doce de octubre no1;2;6;18/07/2017;7370000.0;microempresarial
femenino;comercio;miscelanea;cabecera san antonio ;3;80;17/02/2016;5000000.0;microempresarial
femenino;industria;fabrica de;doce de octubre no1;2;60;04/06/2019;7000000.0;microempresarial
masculino;industria;variedades;el salvador;3;9;25/05/2018;7000000.0;microempresarial
masculino;comercio;almacen de ropa en;juan xxiii la quiebra;2;13;04/02/2019;8200000.0;microempresarial
femenino;industria;fabrica de;belen;2;16;16/05/2018;7800000.0;microempresarial
masculino;comercio;almacen de ropa en;belen;2;16;24/05/2017;5000000.0;microempresarial
femenino;industria;fabrica de;belencito;2;13;18/10/2017;2800000.0;microempresarial
femenino;industria;fabrica de;enciso;3;8;15/03/2019;8281160.0;microempresarial
femenino;comercio;variedades;playon de los ;2;2;23/11/2016;4130000.0;microempresarial
masculino;comercio;deposito de;robledo;2;7;06/02/2018;7800000.0;microempresarial
masculino;comercio;drogueria;campo valdes no1;3;4;23/03/2018;7000000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique central no1;2;4;06/04/2017;4000000.0;microempresarial
masculino;agropecuaria;sembrados;santa elena central;2;90;14/06/2017;14.0;agropecuaria
masculino;comercio;restaurante;la colina;2;15;26/09/2017;7000000.0;microempresarial
masculino;comercio;variedades;versalles no1;2;3;03/07/2018;5000000.0;microempresarial
masculino;comercio;variedades;pedregal;3;6;26/10/2017;2000000.0;microempresarial
femenino;industria;fabrica de;guayabal;3;15;05/12/2018;3000000.0;microempresarial
masculino;comercio;papeleria;robledo;3;7;11/08/2017;7377000.0;microempresarial
masculino;comercio;fabrica de;san javier no1;2;13;13/09/2017;7370000.0;microempresarial
masculino;servicio;fabrica de;robledo;2;7;26/07/2016;6890000.0;microempresarial
femenino;industria;fabrica de;cordoba;3;7;07/02/2017;7300000.0;microempresarial
masculino;comercio;variedades;castilla;3;10;27/07/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;la floresta;3;12;08/09/2017;7000000.0;microempresarial
masculino;servicio;barberia;villatina;2;8;25/07/2017;7370000.0;microempresarial
femenino;industria;fabrica de;trinidad;3;15;19/10/2017;7000000.0;microempresarial
femenino;servicio;peluqueria;la america;3;12;15/03/2016;6890000.0;microempresarial
masculino;servicio;recreativo educativo;pedregal;3;6;22/09/2016;6350000.0;microempresarial
femenino;comercio;tienda;robledo;2;7;11/05/2018;5000000.0;microempresarial
masculino;comercio;tienda;cabecera san cristobal;3;60;27/06/2019;8200000.0;microempresarial
femenino;comercio;variedades;castilla;2;5;15/05/2018;2000000.0;microempresarial
femenino;comercio;ferreteria;juan xxiii la quiebra;2;13;25/06/2019;8000000.0;microempresarial
masculino;servicio;organización y;boyaca;3;5;17/05/2018;15000000.0;empresarial ed.
femenino;servicio;peluqueria;moravia;2;4;15/02/2018;7800000.0;microempresarial
femenino;servicio;venta de lacteos;enciso;3;8;24/11/2016;5000000.0;microempresarial
masculino;servicio;comidas rapidas;cabecera san cristobal;3;60;08/02/2018;7800000.0;microempresarial
masculino;industria;fabrica de;san javier no1;2;13;06/04/2017;6000000.0;microempresarial
femenino;servicio;variedades;santo domingo savio ;2;1;25/08/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;las palmas;2;10;11/07/2017;7000000.0;microempresarial
femenino;comercio;tienda;san javier no1;1;13;23/03/2017;6000000.0;microempresarial
masculino;comercio;reciclaje;andalucia;2;2;08/03/2017;7377000.0;microempresarial
femenino;comercio;variedades;robledo;2;7;23/11/2016;5000000.0;microempresarial
femenino;comercio;almacen de ropa en;picacho;1;6;07/12/2016;6800000.0;microempresarial
femenino;comercio;papeleria;manrique central no1;2;4;05/09/2018;4000000.0;microempresarial
femenino;industria;fabrica de;villa hermosa;2;8;22/06/2018;7800000.0;microempresarial
femenino;industria;panaderia;villatina;2;8;16/02/2017;7000000.0;microempresarial
masculino;industria;fabrica de;buenos aires;2;9;11/07/2018;7800000.0;microempresarial
